id,age,political_orientation,political_interest,np_subscription,news consumption,experiment_group,trust_t1,trust_t2,trust_t1_item1,trust_t1_item2,trust_t1_item3,trust_t1_item4,trust_t1_item5,trust_t2_item1,trust_t2_item2,trust_t2_item3,trust_t2_item4,trust_t2_item5
567,65,right,6.770094182940911,yes,18,negative,4.25,4.25,4,2,7,4,5,4,2,6,3,5
568,23,left,5.116468703423034,no,7,control,5,5.5,6,1,6,4,5,5,4,5,5,6
569,38,left,3.3640225179330834,yes,16,positive,6.25,6.75,6,3,4,5,7,7,1,4,6,7
570,36,left,4.762700006236801,yes,16,negative,6.75,5,6,2,4,6,8,5,4,6,4,6
571,27,right,5.175680916813068,no,13,positive,4,2.5,4,3,7,3,5,3,2,9,2,3
572,39,center,5.515141376501705,no,5,control,5,5.5,5,3,7,5,6,6,3,5,4,6
573,21,center,6.692679188986743,no,10,control,5.75,7,6,4,5,4,7,7,6,5,6,9
574,30,left,2.0312997077720656,yes,15,positive,3.25,3.25,3,4,8,3,4,3,2,7,3,3
575,51,right,3.0908649016322904,no,12,positive,5.25,4.75,6,3,7,5,6,5,6,7,5,5
576,52,center,4.528824922229068,yes,17,control,5,5,5,1,7,5,6,5,1,6,5,5
577,42,left,1.632540467567487,no,15,negative,4.75,3.5,5,2,7,5,5,4,3,8,4,3
578,45,center,3.675013252911529,no,11,negative,5.75,4.25,5,4,4,5,6,4,5,6,3,5
579,59,right,3.3972830646544647,no,14,control,4.75,5.25,5,2,6,4,5,5,6,6,5,6
580,38,left,3.5351725546723056,yes,17,negative,4.25,4.25,4,3,7,4,5,5,1,7,4,4
581,46,center,5.0931762262082305,yes,16,negative,5.75,5.75,5,2,4,5,6,6,3,5,5,6
582,55,right,2.7195549112265285,yes,16,negative,5.25,3.5,5,2,6,5,6,3,1,8,4,4
583,65,right,4.246752106064147,yes,18,negative,3.75,1.25,3,3,8,5,4,2,1,10,1,1
584,47,center,4.324375146467069,yes,15,positive,5.25,4.5,5,7,6,5,6,5,4,7,4,5
585,26,center,3.6816788150320066,no,15,negative,4,1.75,4,5,7,3,5,2,1,10,1,3
586,22,center,1.9679830088638544,no,7,control,3.25,1.75,4,5,8,2,4,1,1,9,2,2
587,65,right,4.208782635142595,no,13,positive,4.5,5.5,5,2,7,4,5,5,6,5,5,6
588,49,right,6.635092691112295,no,11,negative,5,2.75,5,2,6,5,5,3,4,8,2,3
589,39,center,3.4888186652071176,no,13,negative,5,4.25,5,3,6,4,6,4,1,7,4,5
590,30,left,4.743543717797179,yes,14,control,4,4.25,4,4,7,4,4,4,2,6,3,5
591,48,right,3.2855531673454,no,12,negative,4.25,3.75,4,5,6,3,5,3,5,6,3,4
592,59,left,2.56414041043378,yes,18,positive,5.75,7.5,6,1,6,6,6,7,2,2,6,8
593,19,left,2.5242570057327125,yes,12,control,3,2.25,3,1,8,2,4,2,4,9,2,3
594,26,left,4.382001661568202,no,14,positive,6.25,7,7,1,5,5,7,7,3,4,6,8
595,36,right,5.662156058973768,yes,15,negative,4,5.25,3,4,7,5,4,6,3,6,4,6
596,38,right,4.753475357533549,yes,15,control,4,4,5,5,7,3,4,5,3,8,4,4
597,1967,left,5.7691807981123695,no,9,positive,5.25,4.75,6,5,6,4,6,5,5,7,4,6
598,36,right,3.7601737437095935,no,11,control,3.5,2.25,3,2,7,3,4,3,1,8,1,2
599,40,center,2.9188562773773112,no,13,positive,5.5,4.25,6,1,6,5,6,4,5,6,3,5
600,42,right,2.8315258129878442,yes,17,negative,4.75,4.25,4,2,6,4,6,4,4,7,4,5
